Entry	Gene names	Entry name	Gene ontology IDs	Organism	Protein names
P0C631	fur Cj0400	FUR_CAMJE	GO:0003677; GO:0005737; GO:0046872; GO:0003700; GO:0006351	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	Ferric uptake regulation protein (Ferric uptake regulator)
Q9PMD4	pgi Cj1535c	G6PI_CAMJE	GO:0005737; GO:0006094; GO:0004347; GO:0006096	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	Probable glucose-6-phosphate isomerase (GPI) (EC 5.3.1.9) (Phosphoglucose isomerase) (PGI) (Phosphohexose isomerase) (PHI)
Q9PNN2	gatA Cj1059c	GATA_CAMJE	GO:0005524; GO:0050567; GO:0006412	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	Glutamyl-tRNA(Gln) amidotransferase subunit A (Glu-ADT subunit A) (EC 6.3.5.7)
Q9PN98	gatB Cj1197c	GATB_CAMJE	GO:0005524; GO:0050567; GO:0006412	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit B (Asp/Glu-ADT subunit B) (EC 6.3.5.-)
Q9PIA5	gatC Cj0398	GATC_CAMJE	GO:0005524; GO:0050567; GO:0006450; GO:0006412	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	Glutamyl-tRNA(Gln) amidotransferase subunit C (Glu-ADT subunit C) (EC 6.3.5.-)
Q9PPK2	Cj0705	GCH1L_CAMJE	GO:0046872	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	GTP cyclohydrolase 1 type 2 homolog
P51594	folE Cj0194	GCH1_CAMJE	GO:0035998; GO:0005525; GO:0003934; GO:0005737; GO:0006730; GO:0046654; GO:0008270	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	GTP cyclohydrolase 1 (EC 3.5.4.16) (GTP cyclohydrolase I) (GTP-CH-I)
Q9PIE2	glmM Cj0360	GLMM_CAMJE	GO:0005975; GO:0000287; GO:0008966	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	Phosphoglucosamine mutase (EC 5.4.2.10)
Q9PMT4	glmS Cj1366c	GLMS_CAMJE	GO:0030246; GO:1901137; GO:0005975; GO:0005737; GO:0006541; GO:0004360	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	Glutamine--fructose-6-phosphate aminotransferase [isomerizing] (EC 2.6.1.16) (D-fructose-6-phosphate amidotransferase) (GFAT) (Glucosamine-6-phosphate synthase) (Hexosephosphate aminotransferase) (L-glutamine--D-fructose-6-phosphate amidotransferase)
Q9PPA2	glmU Cj0821	GLMU_CAMJE	GO:0006048; GO:0003977; GO:0000902; GO:0071555; GO:0005737; GO:0019134; GO:0009245; GO:0009103; GO:0000287; GO:0009252; GO:0008360	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	Bifunctional protein GlmU [Includes: UDP-N-acetylglucosamine pyrophosphorylase (EC 2.7.7.23) (N-acetylglucosamine-1-phosphate uridyltransferase); Glucosamine-1-phosphate N-acetyltransferase (EC 2.3.1.157)]
P24531	glyA Cj0402	GLYA_CAMJE	GO:0005737; GO:0019264; GO:0004372; GO:0030170; GO:0035999	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	Serine hydroxymethyltransferase (SHMT) (Serine methylase) (EC 2.1.2.1)
Q9PNE6	gmhA1 gmhA Cj1149c	GMHA1_CAMJE	GO:2001061; GO:0008968; GO:0030246; GO:0005975; GO:0005737; GO:0008270	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	Phosphoheptose isomerase 1 (EC 5.3.1.28) (Sedoheptulose 7-phosphate isomerase 1)
Q9PMN3	gmhA2 Cj1424c	GMHA2_CAMJE	GO:2001061; GO:0008968; GO:0045227; GO:0030246; GO:0005737; GO:0008270	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	Phosphoheptose isomerase 2 (EC 5.3.1.28) (Sedoheptulose 7-phosphate isomerase 2)
Q6TG07	gmhB Cj1152c	GMHBA_CAMJE	GO:0097171; GO:0034200; GO:0045227; GO:0005737; GO:0016311; GO:0000287; GO:0008270	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	D-glycero-alpha-D-manno-heptose-1,7-bisphosphate 7-phosphatase (EC 3.1.3.83) (D,D-heptose 1,7-bisphosphate phosphatase) (HBP phosphatase)
Q9PN99	gpsA Cj1196c	GPDA_CAMJE	GO:0051287; GO:0005975; GO:0046167; GO:0046168; GO:0047952; GO:0004367; GO:0036439; GO:0009331; GO:0006650; GO:0008654	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	Glycerol-3-phosphate dehydrogenase [NAD(P)+] (EC 1.1.1.94) (NAD(P)H-dependent glycerol-3-phosphate dehydrogenase)
Q9PI71	gpmI pgm Cj0434	GPMI_CAMJE	GO:0046537; GO:0005737; GO:0006007; GO:0006096; GO:0030145	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	2,3-bisphosphoglycerate-independent phosphoglycerate mutase (BPG-independent PGAM) (Phosphoglyceromutase) (iPGM) (EC 5.4.2.12)
Q9PIK9	greA Cj0287c	GREA_CAMJE	GO:0003677; GO:0032784; GO:0006351	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	Transcription elongation factor GreA (Transcript cleavage factor GreA)
O69297	grpE Cj0758	GRPE_CAMJE	GO:0000774; GO:0005737; GO:0006457	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	Protein GrpE (HSP-70 cofactor)
Q9PP70	hemL Cj0853	GSA_CAMJE	GO:0005737; GO:0042286; GO:0006782; GO:0030170; GO:0008483	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	Glutamate-1-semialdehyde 2,1-aminomutase (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase) (GSA-AT)
Q9PN49	guaA Cj1248	GUAA_CAMJE	GO:0005524; GO:0006177; GO:0003922; GO:0006541; GO:0016462	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	GMP synthase [glutamine-hydrolyzing] (EC 6.3.5.2) (GMP synthetase) (Glutamine amidotransferase)
Q03470	gyrA Cj1027c	GYRA_CAMJE	GO:0005524; GO:0003677; GO:0003918; GO:0006265; GO:0006261; GO:0005694; GO:0005737; GO:0046677	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	DNA gyrase subunit A (EC 5.99.1.3)
O87667	gyrB Cj0003	GYRB_CAMJE	GO:0005524; GO:0003677; GO:0003918; GO:0006265; GO:0006261; GO:0005694; GO:0005737; GO:0000287	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	DNA gyrase subunit B (EC 5.99.1.3)
Q9PHX2	hemA Cj0542	HEM1_CAMJE	GO:0050661; GO:0008883; GO:0006782	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	Glutamyl-tRNA reductase (GluTR) (EC 1.2.1.70)
Q9PHW9	hemC Cj0545	HEM3_CAMJE	GO:0004418; GO:0018160; GO:0006782	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	Porphobilinogen deaminase (PBG) (EC 2.5.1.61) (Hydroxymethylbilane synthase) (HMBS) (Pre-uroporphyrinogen synthase)
Q9PI08	hemH Cj0503c	HEMH_CAMJE	GO:0005737; GO:0004325; GO:0006783; GO:0046872	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	Ferrochelatase (EC 4.99.1.1) (Heme synthase) (Protoheme ferro-lyase)
Q9PIQ3	Cj0241c	HEMTB_CAMJE	GO:0005506; GO:0005344	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	Bacteriohemerythrin
P45493	hipO Cj0985c	HIPO_CAMJE	GO:0047980	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	Hippurate hydrolase (EC 3.5.1.32) (Benzoylglycine amidohydrolase) (Hippuricase)
Q9PM78	hisG Cj1597	HIS1_CAMJE	GO:0005524; GO:0003879; GO:0005737; GO:0000105; GO:0000287	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	ATP phosphoribosyltransferase (ATP-PRT) (ATP-PRTase) (EC 2.4.2.17)
Q9PM71	hisI hisIE Cj1604	HIS2_CAMJE	GO:0005524; GO:0005737; GO:0000105; GO:0004635; GO:0004636	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	Histidine biosynthesis bifunctional protein HisIE [Includes: Phosphoribosyl-AMP cyclohydrolase (PRA-CH) (EC 3.5.4.19); Phosphoribosyl-ATP pyrophosphatase (PRA-PH) (EC 3.6.1.31)]
Q9PM74	hisA Cj1601	HIS4_CAMJE	GO:0003949; GO:0005737; GO:0000105	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase (EC 5.3.1.16) (Phosphoribosylformimino-5-aminoimidazole carboxamide ribotide isomerase)
Q0P8U2	hisH1 Cj1315c	HIS51_CAMJE	GO:0005737; GO:0006541; GO:0000105; GO:0000107	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	Imidazole glycerol phosphate synthase subunit HisH 1 (EC 2.4.2.-) (IGP synthase glutamine amidotransferase subunit 1) (IGP synthase subunit HisH 1) (ImGP synthase subunit HisH 1) (IGPS subunit HisH 1)
Q9PM75	hisH2 Cj1600	HIS52_CAMJE	GO:0005737; GO:0006541; GO:0000105; GO:0000107	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	Imidazole glycerol phosphate synthase subunit HisH 2 (EC 2.4.2.-) (IGP synthase glutamine amidotransferase subunit 2) (IGP synthase subunit HisH 2) (ImGP synthase subunit HisH 2) (IGPS subunit HisH 2)
Q0P8U3	hisF2 Cj1314c	HIS62_CAMJE	GO:0005737; GO:0000105; GO:0016829	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	Putative imidazole glycerol phosphate synthase subunit hisF2 (EC 4.1.3.-) (IGP synthase cyclase subunit) (IGP synthase subunit hisF2) (ImGP synthase subunit hisF2) (IGPS subunit hisF2)
Q9PM72	hisF1 hisF Cj1603	HIS61_CAMJE	GO:0005737; GO:0000105; GO:0000107; GO:0016829	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	Imidazole glycerol phosphate synthase subunit hisF1 (EC 4.1.3.-) (IGP synthase cyclase subunit) (IGP synthase subunit hisF1) (ImGP synthase subunit hisF1) (IGPS subunit hisF1)
Q9PM76	hisB Cj1599	HIS7_CAMJE	GO:0005737; GO:0000105; GO:0004401; GO:0004424	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	Histidine biosynthesis bifunctional protein HisB [Includes: Histidinol-phosphatase (EC 3.1.3.15); Imidazoleglycerol-phosphate dehydratase (IGPD) (EC 4.2.1.19)]
Q9PII2	hisC Cj0317	HIS8_CAMJE	GO:0080130; GO:0000105; GO:0004400; GO:0030170	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	Histidinol-phosphate aminotransferase (EC 2.6.1.9) (Imidazole acetol-phosphate transaminase)
Q46125	hisJ cjaC Cj0734c	HISJ_CAMJE	GO:0006865; GO:0005886; GO:0005215	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	Probable histidine-binding protein (HBP) (p29)
Q9PM77	hisD Cj1598	HISX_CAMJE	GO:0051287; GO:0000105; GO:0004399; GO:0008270	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	Histidinol dehydrogenase (HDH) (EC 1.1.1.23)
Q6TG09	hldE waaE Cj1150c	HLDE_CAMJE	GO:0097171; GO:0005524; GO:0033785; GO:0033786; GO:0016773	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	Bifunctional protein HldE [Includes: D-beta-D-heptose 7-phosphate kinase (EC 2.7.1.167) (D-beta-D-heptose 7-phosphotransferase) (D-glycero-beta-D-manno-heptose-7-phosphate kinase); D-beta-D-heptose 1-phosphate adenylyltransferase (EC 2.7.7.70) (D-glycero-beta-D-manno-heptose 1-phosphate adenylyltransferase)]
Q9PJ54	folK Cj0065c	HPPK_CAMJE	GO:0003848; GO:0005524; GO:0046656; GO:0016301; GO:0046654	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	2-amino-4-hydroxy-6-hydroxymethyldihydropteridine pyrophosphokinase (EC 2.7.6.3) (6-hydroxymethyl-7,8-dihydropterin pyrophosphokinase) (PPPK) (7,8-dihydro-6-hydroxymethylpterin-pyrophosphokinase) (HPPK)
Q9PPG2	hrcA Cj0757	HRCA_CAMJE	GO:0003677; GO:0045892; GO:0006351	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	Heat-inducible transcription repressor HrcA
Q9PHL0	hslU Cj0662c	HSLU_CAMJE	GO:0005524; GO:0016887; GO:0009376; GO:0070011; GO:0043335	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	ATP-dependent protease ATPase subunit HslU (Unfoldase HslU)
Q9PHK9	hslV Cj0663c	HSLV_CAMJE	GO:0009376; GO:0046872; GO:0005839; GO:0051603; GO:0004298	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	ATP-dependent protease subunit HslV (EC 3.4.25.2)
Q9PHZ3	htpG Cj0518	HTPG_CAMJE	GO:0005524; GO:0005737; GO:0006457; GO:0006950	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	Chaperone protein HtpG (Heat shock protein HtpG) (High temperature protein G)
Q9PHP0	hypA Cj0627	HYPA_CAMJE	GO:0006464; GO:0016151	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	Probable hydrogenase nickel incorporation protein HypA
Q9PM85	infA Cj1590	IF1_CAMJE	GO:0005737; GO:0019843; GO:0043022; GO:0003743	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	Translation initiation factor IF-1
Q9PIZ1	infB Cj0136	IF2_CAMJE	GO:0005525; GO:0003924; GO:0005737; GO:0003743	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	Translation initiation factor IF-2
Q9PIS2	infC Cj0207	IF3_CAMJE	GO:0005737; GO:0003743	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	Translation initiation factor IF-3
Q9PHN5	ilvC Cj0632	ILVC_CAMJE	GO:0009097; GO:0004455; GO:0009099	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	Ketol-acid reductoisomerase (EC 1.1.1.86) (Acetohydroxy-acid isomeroreductase) (Alpha-keto-beta-hydroxylacyl reductoisomerase)
Q9PJ98	ilvD Cj0013	ILVD_CAMJE	GO:0051539; GO:0004160; GO:0009097; GO:0046872; GO:0009099	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	Dihydroxy-acid dehydratase (DAD) (EC 4.2.1.9)
Q9PHM9	ppa Cj0638c	IPYR_CAMJE	GO:0005737; GO:0004427; GO:0000287; GO:0006796	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	Inorganic pyrophosphatase (EC 3.6.1.1) (Pyrophosphate phospho-hydrolase) (PPase)
Q9PM68	ispDF Cj1607	ISPDF_CAMJE	GO:0008685; GO:0050518; GO:0019288; GO:0046872; GO:0016114	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	Bifunctional enzyme IspD/IspF [Includes: 2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase (EC 2.7.7.60) (4-diphosphocytidyl-2C-methyl-D-erythritol synthase) (MEP cytidylyltransferase) (MCT); 2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase (MECDP-synthase) (MECPP-synthase) (MECPS) (EC 4.6.1.12)]
Q9PNJ0	ispE Cj1104	ISPE_CAMJE	GO:0050515; GO:0005524; GO:0019288; GO:0016114	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	4-diphosphocytidyl-2-C-methyl-D-erythritol kinase (CMK) (EC 2.7.1.148) (4-(cytidine-5'-diphospho)-2-C-methyl-D-erythritol kinase)
Q9PPM1	ispG gcpE Cj0686	ISPG_CAMJE	GO:0051539; GO:0046429; GO:0005506; GO:0019288; GO:0016114	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase (flavodoxin) (EC 1.17.7.3) (1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate synthase)
P0C632	ispH lytB Cj0894c	ISPH_CAMJE	GO:0051538; GO:0051745; GO:0050992; GO:0019288; GO:0046872; GO:0016114	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	4-hydroxy-3-methylbut-2-enyl diphosphate reductase (EC 1.17.1.2)
Q9PP99	uppS Cj0824	ISPT_CAMJE	GO:0000287; GO:0004659	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	Isoprenyl transferase (EC 2.5.1.-)
Q9PHM8	adk Cj0639c	KAD_CAMJE	GO:0044209; GO:0005524; GO:0004017; GO:0005737	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	Adenylate kinase (AK) (EC 2.7.4.3) (ATP-AMP transphosphorylase) (ATP:AMP phosphotransferase) (Adenylate monophosphate kinase)
Q9PIB8	kdsA Cj0384c	KDSA_CAMJE	GO:0008676; GO:0005737; GO:0019294	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	2-dehydro-3-deoxyphosphooctonate aldolase (EC 2.5.1.55) (3-deoxy-D-manno-octulosonic acid 8-phosphate synthase) (KDO-8-phosphate synthase) (KDO 8-P synthase) (KDOPS) (Phospho-2-dehydro-3-deoxyoctonate aldolase)
Q9PNB8	gmk Cj1177	KGUA_CAMJE	GO:0005524; GO:0005737; GO:0004385	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	Guanylate kinase (EC 2.7.4.8) (GMP kinase)
Q9PIZ3	thrB Cj0134	KHSE_CAMJE	GO:0005524; GO:0005737; GO:0004413; GO:0009088	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	Homoserine kinase (HK) (HSK) (EC 2.7.1.39)
Q9PP15	prs prsA Cj0918c	KPRS_CAMJE	GO:0006015; GO:0005524; GO:0005737; GO:0016301; GO:0000287; GO:0009165; GO:0009156; GO:0004749	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	Ribose-phosphate pyrophosphokinase (RPPK) (EC 2.7.6.1) (5-phospho-D-ribosyl alpha-1-diphosphate) (Phosphoribosyl diphosphate synthase) (Phosphoribosyl pyrophosphate synthase) (P-Rib-PP synthase) (PRPP synthase) (PRPPase)
Q9PPF3	tmk Cj0766c	KTHY_CAMJE	GO:0005524; GO:0006233; GO:0006235; GO:0004798	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	Thymidylate kinase (EC 2.7.4.9) (dTMP kinase)
Q9PNR1	lepA Cj1030c	LEPA_CAMJE	GO:0005525; GO:0003924; GO:0005886; GO:0045727; GO:0043022; GO:0003746	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	Elongation factor 4 (EF-4) (EC 3.6.5.n1) (Ribosomal back-translocase LepA)
Q9PLV9	leuA Cj1719c	LEU1_CAMJE	GO:0003852; GO:0009098	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	2-isopropylmalate synthase (EC 2.3.3.13) (Alpha-IPM synthase) (Alpha-isopropylmalate synthase)
Q9PLW0	leuB Cj1718c	LEU3_CAMJE	GO:0003862; GO:0051287; GO:0005737; GO:0009098; GO:0000287	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	3-isopropylmalate dehydrogenase (EC 1.1.1.85) (3-IPM-DH) (Beta-IPM dehydrogenase) (IMDH)
Q9PLW1	leuC Cj1717c	LEUC_CAMJE	GO:0003861; GO:0051539; GO:0009098; GO:0046872	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	3-isopropylmalate dehydratase large subunit (EC 4.2.1.33) (Alpha-IPM isomerase) (IPMI) (Isopropylmalate isomerase)
Q9PLW2	leuD Cj1716c	LEUD_CAMJE	GO:0003861; GO:0009316; GO:0009098	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	3-isopropylmalate dehydratase small subunit (EC 4.2.1.33) (Alpha-IPM isomerase) (IPMI) (Isopropylmalate isomerase)
Q9PNI5	aat Cj1109	LFTR_CAMJE	GO:0005737; GO:0008914; GO:0030163	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	Leucyl/phenylalanyl-tRNA--protein transferase (EC 2.3.2.6) (L/F-transferase) (Leucyltransferase) (Phenyalanyltransferase)
Q9PI98	lgt Cj0407	LGT_CAMJE	GO:0016021; GO:0042158; GO:0008961; GO:0005886; GO:0009249	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	Prolipoprotein diacylglyceryl transferase (EC 2.4.99.-)
Q9PNJ9	lnt Cj1095	LNT_CAMJE	GO:0016410; GO:0016810; GO:0016021; GO:0042158; GO:0006807; GO:0005886	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	Apolipoprotein N-acyltransferase (ALP N-acyltransferase) (EC 2.3.1.-)
Q9PNZ0	lolA Cj0943	LOLA_CAMJE	GO:0042597; GO:0015031	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	Outer-membrane lipoprotein carrier protein
O69300	lon Cj1073c	LON_CAMJE	GO:0005524; GO:0004176; GO:0033554; GO:0005737; GO:0006515; GO:0043565; GO:0004252	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	Lon protease (EC 3.4.21.53) (ATP-dependent protease La)
Q9PIM1	lpxA Cj0274	LPXA_CAMJE	GO:0008780; GO:0005737; GO:0009245	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	Acyl-[acyl-carrier-protein]--UDP-N-acetylglucosamine O-acyltransferase (UDP-N-acetylglucosamine acyltransferase) (EC 2.3.1.129)
Q9PIK8	lpxB Cj0288c	LPXB_CAMJE	GO:0009245; GO:0008915	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	Lipid-A-disaccharide synthase (EC 2.4.1.182)
Q9PIZ5	lpxC Cj0132	LPXC_CAMJE	GO:0008759; GO:0009245	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	UDP-3-O-[3-hydroxymyristoyl] N-acetylglucosamine deacetylase (EC 3.5.1.-) (UDP-3-O-acyl-GlcNAc deacetylase)
Q9PHU0	lpxD Cj0576	LPXD_CAMJE	GO:0016410; GO:0009245	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	UDP-3-O-acylglucosamine N-acyltransferase (EC 2.3.1.-)
Q9PPA9	lpxK Cj0811	LPXK_CAMJE	GO:0005524; GO:0009245; GO:0009029	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	Tetraacyldisaccharide 4'-kinase (EC 2.7.1.130) (Lipid A 4'-kinase)
Q0PBE9	lspA Cj0361	LSPA_CAMJE	GO:0004190; GO:0016021; GO:0005886	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	Lipoprotein signal peptidase (EC 3.4.23.36) (Prolipoprotein signal peptidase) (Signal peptidase II) (SPase II)
Q9PN97	luxS Cj1198	LUXS_CAMJE	GO:0043768; GO:0005506; GO:0009372	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	S-ribosylhomocysteine lyase (EC 4.4.1.21) (AI-2 synthesis protein) (Autoinducer-2 production protein LuxS)
Q0PAR0	macB Cj0607	MACB_CAMJE	GO:0005524; GO:0043190; GO:0016887; GO:0042895; GO:0016820; GO:0046677	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	Macrolide export ATP-binding/permease protein MacB (EC 3.6.3.-)
P0C633	mapA Cj1029c	MAPA_CAMJE	GO:0009279	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	Outer membrane lipoprotein MapA
Q9PHY2	mdh Cj0532	MDH_CAMJE	GO:0030060; GO:0005975; GO:0006099	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	Probable malate dehydrogenase (EC 1.1.1.37)
Q9PLV2	metA Cj1726c	META_CAMJE	GO:0019281; GO:0005737; GO:0008899	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	Homoserine O-succinyltransferase (EC 2.3.1.46) (Homoserine O-transsuccinylase) (HTS)
Q9PN94	metE Cj1201	METE_CAMJE	GO:0003871; GO:0009086; GO:0008270	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase (EC 2.1.1.14) (Cobalamin-independent methionine synthase) (Methionine synthase, vitamin-B12 independent isozyme)
Q0PAB6	metN Cj0774c	METN_CAMJE	GO:0005524; GO:0043190; GO:0015424	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	Methionine import ATP-binding protein MetN (EC 3.6.3.-)
Q9PIW2	miaA Cj0166	MIAA_CAMJE	GO:0005524; GO:0052381; GO:0008033	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	tRNA dimethylallyltransferase (EC 2.5.1.75) (Dimethylallyl diphosphate:tRNA dimethylallyltransferase) (DMAPP:tRNA dimethylallyltransferase) (DMATase) (Isopentenyl-diphosphate:tRNA isopentenyltransferase) (IPP transferase) (IPPT) (IPTase)
Q0PB55	miaB Cj0458c	MIAB_CAMJE	GO:0051539; GO:0005737; GO:0005506; GO:0006400; GO:0016740	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase (EC 2.8.4.3) ((Dimethylallyl)adenosine tRNA methylthiotransferase MiaB) (tRNA-i(6)A37 methylthiotransferase)
Q9PJ66	mnmA trmU Cj0053c	MNMA_CAMJE	GO:0005524; GO:0005737; GO:0016783; GO:0000049; GO:0006400	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	tRNA-specific 2-thiouridylase MnmA (EC 2.8.1.-)
Q9PN30	mnmC Cj1268c	MNMC_CAMJE	GO:0005737; GO:0050660; GO:0016645; GO:0004808; GO:0002097	Campylobacter jejuni subsp. jejuni serotype O:2 (strain NCTC 11168)	tRNA 5-methylaminomethyl-2-thiouridine biosynthesis bifunctional protein MnmC (tRNA mnm(5)s(2)U biosynthesis bifunctional protein) [Includes: tRNA (mnm(5)s(2)U34)-methyltransferase (EC 2.1.1.61); FAD-dependent cmnm(5)s(2)U34 oxidoreductase (EC 1.5.-.-)]
